weighting,periods,gross_bps,net_bps,turnover,sharpe_per_bar,sharpe_annual,t_stat_net,cumulative_net,max_drawdown,losing_bars,breakeven_bps
equal weight,102,21.466222319471495,12.823777243554582,1.728489015183381,0.5841263858102265,57.16087827287904,5.899387318117975,0.13937051426560942,-0.004961577641572568,0.28431372549019607,12.419067827974638
inverse lagged EWMA volatility,102,16.514014717986164,7.494878328798881,1.8038272778374556,0.2954655797245751,28.91338663470181,2.98405608154436,0.07906668493316005,-0.005592228700146973,0.38235294117647056,9.154986689071599
