cost_bps,periods,gross_bps,net_bps,turnover,sharpe_per_bar,sharpe_annual,t_stat_net,cumulative_net,max_drawdown,losing_bars,breakeven_bps
0,107,4.227385626876062,4.227385626876062,1.4900055934344278,1.0059731378988566,98.44155216762336,10.405867051650512,0.046251856022684334,-0.001152586877069095,0.11214953271028037,2.8371609110084193
1,107,4.227385626876062,2.7373800334416347,1.4900055934344278,0.6538608100160846,63.984882512871344,6.763588810654686,0.029709449254662346,-0.0014465688274136745,0.16822429906542055,2.8371609110084193
2,107,4.227385626876062,1.247374440007207,1.4900055934344278,0.29898010546654635,29.25730771583062,3.092674258749575,0.013426183715305351,-0.0023627881907436477,0.4205607476635514,2.8371609110084193
3,107,4.227385626876062,-0.24263115342722014,1.4900055934344278,-0.0583369594086041,-5.708682087592703,-0.6034422003269245,-0.0026019623079497345,-0.008701007890680734,0.514018691588785,2.8371609110084193
5,107,4.227385626876062,-3.2226423402960767,1.4900055934344278,-0.7788821403086453,-76.21909965485848,-8.056819507015163,-0.0339086744595285,-0.03357628019483072,0.8130841121495327,2.8371609110084193
10,107,4.227385626876062,-10.672670307468215,1.4900055934344278,-2.597284667955793,-254.16258596006904,-26.866521512183358,-0.10798071236210027,-0.10720402099534765,0.9906542056074766,2.8371609110084193
20,107,4.227385626876062,-25.572726241812493,1.4900055934344278,-6.141851568180681,-601.0234058711491,-63.53180662750977,-0.23965870560783853,-0.2382342387321188,1.0,2.8371609110084193
50,107,4.227385626876062,-70.27289404484532,1.4900055934344278,-13.771249494262161,-1347.6136930796135,-142.45091242864714,-0.5297958813059096,-0.5274948027657417,1.0,2.8371609110084193
